SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,20160113,37.1,37.65,30.0,33.5,216155,100618
3IINFOTECH,20160113,5.75,5.85,4.9,5.3,7656788,2749106
3MINDIA,20160113,10565.0,10800.0,10385.0,10514.3,504,299
8KMILES,20160113,2190.0,2550.0,2140.0,2483.7,276077,70901
A2ZINFRA,20160113,28.0,28.35,24.1,26.15,684432,277269
AARTIDRUGS,20160113,565.95,566.0,544.65,557.9,26560,18817
AARTIIND,20160113,524.9,524.9,495.0,505.1,36854,21482
AARVEEDEN,20160113,60.2,64.6,58.0,59.3,7241,5355
ABAN,20160113,211.1,211.65,195.5,201.9,1129664,297529
ABB,20160113,1030.0,1044.0,1005.0,1019.85,47513,20338
ABBOTINDIA,20160113,5500.0,5660.7,5350.0,5443.8,5679,3501
ABCIL,20160113,222.65,232.45,218.1,225.25,15923,12902
ABGSHIP,20160113,66.2,66.6,60.25,63.35,301485,121378
ABIRLANUVO,20160113,2197.85,2235.0,2143.0,2179.8,1019480,704219
ACC,20160113,1290.0,1294.0,1266.5,1281.95,166569,70906
ACCELYA,20160113,946.75,948.05,925.0,941.05,4415,3905
ACE,20160113,45.45,45.6,40.8,42.75,212804,121227
ACROPETAL,20160113,3.9,3.95,3.45,3.65,61131,56660
ADANIENT,20160113,81.8,85.6,77.2,80.85,8071984,588572
ADANIPORTS,20160113,238.75,239.8,222.8,230.2,4137056,1787110
ADANIPOWER,20160113,33.45,33.75,30.75,32.25,9565557,1601694
ADANITRANS,20160113,36.75,37.05,33.05,35.55,2976513,1481640
ADFFOODS,20160113,90.4,91.8,84.45,87.3,65709,39205
ADHUNIK,20160113,15.1,15.3,14.15,14.65,112346,79113
ADI,20160113,255.0,257.0,243.95,249.0,7465,6853
ADLABS,20160113,134.75,140.7,125.2,132.8,124564,68048
ADORWELD,20160113,314.0,314.0,282.0,298.15,6639,5366
ADSL,20160113,52.3,54.45,44.5,49.15,988708,379227
ADVANIHOTR,20160113,49.55,49.75,46.05,49.75,1673,1329
ADVANTA,20160113,439.95,440.0,408.0,418.75,28127,17069
AEGISCHEM,20160113,101.5,102.4,84.8,93.25,451783,301862
AFL,20160113,85.0,87.5,75.6,80.8,57618,28820
AGARIND,20160113,169.4,172.0,160.0,161.9,30650,9259
AGCNET,20160113,93.2,94.2,87.05,89.75,7815,5119
AGRODUTCH,20160113,3.95,4.05,3.7,3.8,18240,7112
AHLEAST,20160113,163.0,163.0,151.05,152.85,7334,6462
AHLUCONT,20160113,284.7,288.9,257.55,264.0,603034,412308
AHLWEST,20160113,132.0,132.0,126.0,126.65,240,232
AIAENG,20160113,810.95,818.9,781.9,801.85,80014,62552
AIFL,20160113,303.95,307.65,275.0,292.75,99921,40818
AIL,20160113,660.0,673.85,614.4,641.0,36360,28817
AJANTPHARM,20160113,1264.1,1280.0,1200.0,1232.25,188768,45219
AJMERA,20160113,178.7,179.9,156.2,165.8,229433,85992
AKSHOPTFBR,20160113,17.4,17.4,15.55,16.35,3939675,1934156
AKZOINDIA,20160113,1347.05,1380.0,1320.0,1370.75,13839,8747
ALANKIT,20160113,72.5,77.0,69.5,75.05,702532,138286
ALBK,20160113,61.85,62.2,59.1,60.1,2097499,500124
ALCHEM,20160113,29.8,29.95,26.15,28.45,28987,17336
ALEMBICLTD,20160113,48.0,48.3,41.15,44.35,1117003,493890
ALICON,20160113,334.2,335.0,301.1,320.2,7718,4810
ALKALI,20160113,63.8,64.45,60.7,61.4,3334,2501
ALKEM,20160113,1478.0,1488.65,1364.0,1415.75,353619,126117
ALKYLAMINE,20160113,351.0,354.35,312.9,350.2,7966,5148
ALLCARGO,20160113,189.8,210.0,182.0,188.8,961321,270071
ALLSEC,20160113,136.0,137.0,126.85,127.4,34563,25909
ALMONDZ,20160113,13.75,13.75,11.65,12.85,5338,4222
ALOKTEXT,20160113,6.25,6.25,5.85,6.05,7427348,3024729
ALPHAGEO,20160113,498.8,504.0,450.1,478.75,16939,8808
ALPSINDUS,20160113,8.85,8.85,8.05,8.05,265039,169888
ALSTOMT&D,20160113,442.75,449.4,428.65,443.3,130489,106959
AMARAJABAT,20160113,837.0,842.7,806.0,835.05,216552,78397
AMBIKCO,20160113,891.0,904.0,861.1,876.65,11905,8687
AMBUJACEM,20160113,196.95,198.85,194.05,197.95,1692489,1209751
AMDIND,20160113,34.6,34.6,29.2,31.4,60203,30629
AMRUTANJAN,20160113,458.4,463.95,440.0,452.45,15754,8770
AMTEKAUTO,20160113,45.95,45.95,39.1,41.65,4435321,1791574
AMTL,20160113,30.0,30.6,29.3,30.1,12409,10686
ANANDAMRUB,20160113,28.3,28.3,25.65,27.9,1445,915
ANANTRAJ,20160113,41.0,41.7,37.8,39.3,1065882,538007
ANDHRABANK,20160113,59.55,59.9,56.85,57.7,1902602,662577
ANDHRACEMT,20160113,10.5,10.5,9.15,9.5,782989,564077
ANDHRSUGAR,20160113,144.1,148.0,128.2,139.8,77550,41248
ANGIND,20160113,54.65,56.5,45.4,51.15,530315,264637
ANKITMETAL,20160113,2.8,2.8,2.6,2.6,322854,237845
ANSALAPI,20160113,23.5,23.5,20.75,21.7,412580,192259
ANSALHSG,20160113,26.9,27.1,24.25,25.45,60974,41215
APARINDS,20160113,506.0,511.0,470.2,487.55,24628,14431
APCOTEXIND,20160113,225.7,229.9,211.0,217.85,9334,5255
APLAPOLLO,20160113,800.95,814.0,720.0,771.05,109418,59288
APLLTD,20160113,690.1,699.0,651.25,658.75,184512,95181
APOLLOHOSP,20160113,1364.4,1395.85,1330.8,1365.35,165141,75690
APOLLOTYRE,20160113,149.5,152.6,144.9,148.6,2942194,690546
APTECHT,20160113,70.8,71.4,61.25,64.85,1245206,363152
ARCHIDPLY,20160113,56.8,58.3,49.75,53.35,234373,82635
ARCHIES,20160113,28.85,29.4,26.0,27.55,379911,213760
ARCOTECH,20160113,338.0,338.0,327.2,332.25,74753,7793
ARIES,20160113,94.6,97.4,86.05,92.05,47771,24973
ARIHANT,20160113,50.0,51.0,47.0,47.9,1473,1368
AROGRANITE,20160113,62.75,62.75,54.25,56.6,11508,7322
ARROWCOAT,20160113,785.0,791.45,660.0,722.45,20624,10664
ARROWTEX,20160113,55.8,55.8,47.05,55.8,1602117,578015
ARSHIYA,20160113,45.2,45.5,38.4,41.35,317321,138427
ARSSINFRA,20160113,49.5,51.55,42.1,44.95,510194,163507
ARVIND,20160113,341.0,345.0,326.0,336.5,1822890,365175
ARVINFRA,20160113,128.9,131.6,119.1,119.1,352212,161652
ASAHIINDIA,20160113,165.7,165.7,160.35,164.55,71468,60028
ASAHISONG,20160113,163.05,163.05,140.0,152.0,45322,27348
ASAL,20160113,44.6,44.8,40.4,41.6,652,643
ASHAPURMIN,20160113,82.7,84.7,71.0,76.5,703274,265361
ASHIANA,20160113,156.05,157.85,150.0,152.6,47488,36336
ASHIMASYN,20160113,18.45,18.75,16.0,17.05,241777,147216
ASHOKA,20160113,188.9,191.9,175.35,181.9,112921,76619
ASHOKLEY,20160113,93.05,93.2,86.4,90.2,11681049,2745131
ASIANHOTNR,20160113,134.05,134.95,120.25,123.8,8663,4982
ASIANPAINT,20160113,879.95,883.5,850.05,868.55,901426,403712
ASIANTILES,20160113,176.0,180.0,162.0,163.3,161930,116236
ASSAMCO,20160113,6.5,6.6,5.8,5.9,2421755,1097410
ASTEC,20160113,232.05,235.5,218.0,225.55,22191,12378
ASTRAL,20160113,437.0,437.0,413.2,418.95,21790,12659
ASTRAMICRO,20160113,138.85,140.75,128.15,132.7,611698,331999
ASTRAZEN,20160113,1292.0,1293.9,1205.0,1240.15,59459,29121
ATFL,20160113,540.15,549.4,527.0,538.3,6900,6136
ATLANTA,20160113,37.05,39.65,33.95,36.05,62602,28838
ATLASCYCLE,20160113,214.7,216.9,205.1,207.3,14376,6053
ATNINTER,20160113,0.25,0.25,0.25,0.25,100,100
ATUL,20160113,1588.0,1612.0,1463.0,1560.55,33244,25987
ATULAUTO,20160113,547.5,547.5,506.5,515.55,39993,18227
AURIONPRO,20160113,187.9,190.9,167.3,173.9,61693,40279
AUROPHARMA,20160113,846.5,847.35,796.05,829.3,1776441,596011
AUSOMENT,20160113,26.25,27.75,23.0,25.6,4794,3119
AUSTRAL,20160113,0.45,0.45,0.4,0.45,296675,211090
AUTOAXLES,20160113,681.25,704.95,655.0,694.75,1687,1179
AUTOIND,20160113,51.5,51.5,46.1,48.55,22528,10472
AUTOLITIND,20160113,66.0,68.0,55.05,61.4,61915,38159
AVANTIFEED,20160113,400.25,410.5,370.0,393.95,68467,43213
AVTNPL,20160113,37.5,37.85,33.5,35.7,133503,77897
AXISBANK,20160113,410.0,411.45,392.45,406.7,15873927,7469834
AXISCADES,20160113,313.1,320.95,275.65,292.6,203234,80525
AXISGOLD,20160113,2262.0,2308.0,2261.25,2265.25,133,104
BAFNAPHARM,20160113,51.2,51.45,42.75,45.15,678151,254279
BAGFILMS,20160113,5.55,5.55,5.05,5.05,1459590,927511
BAJAJ-AUTO,20160113,2355.0,2387.9,2332.2,2369.7,246183,121673
BAJAJCORP,20160113,405.3,410.9,399.1,404.3,62668,41739
BAJAJELEC,20160113,198.8,199.0,187.05,189.95,184376,100958
BAJAJFINSV,20160113,1960.0,1996.0,1929.95,1987.45,52449,31838
BAJAJHIND,20160113,19.9,20.4,17.6,19.45,12781029,2534484
BAJAJHLDNG,20160113,1639.95,1651.0,1610.0,1625.35,21639,18484
BAJFINANCE,20160113,6220.0,6295.4,6035.05,6077.85,103594,58586
BALAJITELE,20160113,131.9,133.3,120.55,127.65,462214,188988
BALAMINES,20160113,145.0,150.0,130.25,140.8,79233,50415
BALKRISIND,20160113,645.0,653.0,637.2,647.5,128225,124462
BALLARPUR,20160113,19.0,19.2,17.5,18.25,1343688,601544
BALMLAWRIE,20160113,617.05,625.0,582.35,588.9,30375,17573
BALPHARMA,20160113,164.4,167.9,143.3,143.3,1122902,286261
BALRAMCHIN,20160113,83.4,89.45,78.8,87.8,8441813,2374004
BANARBEADS,20160113,45.15,45.15,41.4,42.05,6086,4686
BANARISUG,20160113,1169.0,1197.5,1120.95,1159.65,1788,1038
BANCOINDIA,20160113,141.3,142.3,128.0,135.3,87802,41465
BANKBARODA,20160113,136.2,137.4,127.5,132.1,8377553,2305231
BANKBEES,20160113,1600.0,1606.55,1571.0,1603.81,5619,2210
BANKINDIA,20160113,105.6,105.6,99.1,100.2,4661852,911878
BANSWRAS,20160113,118.0,122.45,108.0,111.45,15491,12332
BARTRONICS,20160113,13.25,13.55,11.1,12.15,300438,145484
BASF,20160113,892.3,897.8,855.05,887.8,72400,65081
BASML,20160113,244.25,244.25,229.6,235.6,4117,2239
BATAINDIA,20160113,488.4,495.95,477.75,480.25,378099,151433
BAYERCROP,20160113,3452.15,3452.15,3300.05,3428.45,8287,4988
BBL,20160113,863.8,873.0,747.45,796.2,44750,18266
BBTC,20160113,466.7,469.95,431.1,444.35,31257,15771
BEDMUTHA,20160113,17.5,19.4,16.5,17.8,182468,61208
BEL,20160113,1350.0,1360.0,1294.5,1339.75,521051,234277
BEML,20160113,1235.0,1245.1,1142.05,1215.45,238165,41840
BEPL,20160113,23.7,23.85,20.4,22.2,558956,325539
BERGEPAINT,20160113,249.7,257.0,245.0,247.35,425992,263535
BFINVEST,20160113,140.75,143.3,130.55,136.4,36145,13204
BFUTILITIE,20160113,665.9,676.65,624.3,648.25,1004116,166008
BGRENERGY,20160113,127.5,129.0,115.0,121.9,309420,118885
BHAGYNAGAR,20160113,20.95,20.95,18.75,19.2,12376,8037
