SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,20201228,38.6,40.85,38.6,40.0,314076,185012
21STCENMGM,20201228,9.85,10.25,9.85,10.05,778,728
396GS2022,20201228,77.51,77.51,77.51,77.51,100,100
3IINFOTECH,20201228,5.65,5.65,5.5,5.65,96944538,56582890
3MINDIA,20201228,21265.0,21786.25,21150.05,21356.3,2601,1344
3PLAND,20201228,10.05,10.2,9.75,10.1,4374,4374
509GS2022,20201228,97.0,97.0,92.0,92.0,200,200
5PAISA,20201228,309.8,311.95,299.25,309.65,15587,10859
700GS2021,20201228,95.0,95.0,95.0,95.0,100,100
A2ZINFRA,20201228,4.7,4.95,4.7,4.85,474296,326217
AAATECH,20201228,42.25,42.9,42.2,42.9,12000,9000
AAKASH,20201228,69.25,69.5,66.65,67.9,41734,15992
AARON,20201228,49.8,51.65,49.75,51.55,12232,12000
AARTIDRUGS,20201228,713.0,713.0,702.5,704.5,321691,157967
AARTIIND,20201228,1210.0,1220.0,1200.0,1212.2,242486,181723
AARTISURF,20201228,1059.0,1067.35,1023.0,1044.7,21422,13752
AARVEEDEN,20201228,18.15,19.45,18.15,18.95,73697,49973
AARVI,20201228,47.75,47.75,43.0,44.55,16091,10024
AAVAS,20201228,1740.0,1740.0,1659.05,1696.55,69154,54883
ABB,20201228,1221.35,1228.0,1212.0,1217.55,169125,132224
ABBOTINDIA,20201228,15843.65,15940.0,15657.95,15697.7,16355,11004
ABCAPITAL,20201228,84.85,86.6,84.8,85.85,2051876,677020
ABFRL,20201228,167.0,168.45,163.15,163.8,1548437,462570
ABFRLPP,20201228,103.95,107.9,102.55,103.4,29083,18967
ABINFRA,20201228,5.45,5.45,5.45,5.45,24000,24000
ABSLBANETF,20201228,303.0,307.77,299.7,305.28,106,69
ABSLNN50ET,20201228,310.0,319.0,310.0,311.86,7,5
ABSLRIF6RG,20201228,7.2,7.2,7.2,7.2,1000,1000
ACC,20201228,1614.0,1625.75,1600.0,1622.45,1084367,193833
ACCELYA,20201228,983.0,983.0,951.65,960.35,2468,1283
ACCURACY,20201228,37.2,39.0,36.15,37.35,58458,35268
ACE,20201228,136.8,141.15,136.6,139.05,563371,246709
ADANIENT,20201228,473.0,507.0,472.7,490.85,13714406,1018550
ADANIGAS,20201228,370.1,377.65,365.0,368.9,2615574,1007949
ADANIGREEN,20201228,1036.2,1044.85,1025.65,1038.0,425292,212680
ADANIPORTS,20201228,480.0,492.95,480.0,483.55,8372924,592608
ADANIPOWER,20201228,48.25,50.25,47.8,50.25,15969591,10189170
ADANITRANS,20201228,430.7,455.15,430.1,433.65,1752252,652185
ADFFOODS,20201228,583.0,598.8,575.1,581.2,80001,27472
ADORWELD,20201228,263.9,274.7,263.9,272.85,24943,12376
ADSL,20201228,31.4,32.25,31.4,32.25,157206,107264
ADVENZYMES,20201228,333.15,339.85,328.0,328.85,240323,115357
AEGISCHEM,20201228,247.05,256.75,246.1,256.0,341440,207585
AFFLE,20201228,3878.0,3897.85,3830.0,3837.85,33259,17446
AGARIND,20201228,100.15,106.0,99.7,103.0,21533,15030
AGROPHOS,20201228,14.05,15.45,14.05,15.45,424826,243611
AHLEAST,20201228,168.15,177.9,160.25,163.9,2998,1695
AHLUCONT,20201228,255.05,257.7,250.0,251.95,9676,5526
AHLWEST,20201228,267.05,267.05,256.0,259.35,1199,931
AIAENG,20201228,2009.0,2075.9,1998.0,2060.95,55495,44631
AIRAN,20201228,17.95,18.2,16.75,17.9,45521,33999
AISL,20201228,21.25,21.25,21.25,21.25,8400,8400
AJANTPHARM,20201228,1686.75,1697.0,1675.0,1689.1,135467,46174
AJMERA,20201228,132.75,143.0,132.75,140.5,334334,128171
AJOONI,20201228,29.7,29.95,29.65,29.95,16000,8000
AKASH,20201228,245.0,255.0,238.0,239.45,21998,20561
AKG,20201228,66.0,67.6,66.0,67.6,19200,6400
AKSHARCHEM,20201228,237.5,248.9,232.0,245.85,42590,29342
AKSHOPTFBR,20201228,7.8,7.95,7.55,7.85,357564,246584
AKZOINDIA,20201228,2245.35,2350.0,2232.05,2327.3,34369,20281
ALANKIT,20201228,16.8,17.2,16.15,16.85,115077,95531
ALBERTDAVD,20201228,441.0,443.2,435.0,436.9,9766,6972
ALEMBICLTD,20201228,101.95,108.35,100.15,106.35,1501442,697860
ALICON,20201228,336.95,349.0,316.55,339.25,9160,2750
ALKALI,20201228,49.45,49.45,47.0,47.85,24062,15018
ALKEM,20201228,2948.0,2958.95,2886.1,2916.9,43945,25525
ALKYLAMINE,20201228,3955.7,3955.7,3878.0,3893.45,17866,10720
ALLCARGO,20201228,134.0,138.7,132.65,134.3,498049,235346
ALLSEC,20201228,271.6,271.6,260.0,263.6,20101,10150
ALMONDZ,20201228,19.9,21.7,19.9,20.2,10001,5741
ALOKINDS,20201228,21.5,21.95,21.4,21.6,7739793,3823113
ALPSINDUS,20201228,1.8,1.8,1.8,1.8,5106,5106
AMARAJABAT,20201228,944.0,950.0,924.2,928.7,730781,227297
AMBER,20201228,2360.0,2457.0,2355.0,2410.95,178702,62075
AMBIKCO,20201228,817.0,869.95,808.0,856.75,30659,20063
AMBUJACEM,20201228,247.0,247.85,244.7,247.2,4547753,891228
AMDIND,20201228,18.55,20.0,18.35,19.6,107853,49460
AMJLAND,20201228,27.5,28.1,26.15,27.65,39521,17946
AMJUMBO,20201228,13.85,13.85,13.8,13.8,16000,0
AMRUTANJAN,20201228,500.0,512.6,492.0,504.3,86914,34931
ANANTRAJ,20201228,24.2,26.6,24.2,26.45,1636010,1126247
ANDHRACEMT,20201228,6.0,6.15,5.95,5.95,237701,166969
ANDHRAPAP,20201228,210.05,213.45,207.85,209.75,20683,12599
ANDHRSUGAR,20201228,324.2,324.2,313.4,315.3,31007,17151
ANGELBRKG,20201228,338.4,342.85,334.5,336.85,146899,72302
ANKITMETAL,20201228,1.5,1.5,1.5,1.5,29085,29085
ANSALHSG,20201228,6.1,6.1,5.9,6.1,85327,77445
ANUP,20201228,726.55,745.2,720.05,726.8,15165,7628
APARINDS,20201228,349.7,357.95,346.35,352.3,32654,19439
APCL,20201228,204.85,207.7,203.6,204.55,10731,6244
APCOTEXIND,20201228,159.0,161.45,156.8,158.3,48553,31700
APEX,20201228,306.6,315.0,304.15,312.35,109034,53748
APLAPOLLO,20201228,769.0,814.4,765.0,808.8,507210,320582
APLLTD,20201228,1078.0,1090.0,1062.5,1067.15,101026,55729
APOLLO,20201228,119.5,122.0,117.0,120.75,82720,40780
APOLLOHOSP,20201228,2425.5,2429.45,2375.5,2388.8,784636,270713
APOLLOPIPE,20201228,669.95,679.9,660.15,678.85,25538,14430
APOLLOTYRE,20201228,177.0,179.8,176.0,177.7,5773834,423111
APOLSINHOT,20201228,600.5,608.1,581.15,591.4,1734,1012
APTECHT,20201228,154.75,163.0,153.7,160.1,1665905,330725
ARCHIDPLY,20201228,28.8,31.0,28.3,29.9,159453,72861
ARCHIES,20201228,13.5,14.05,13.5,14.05,105166,99664
ARENTERP,20201228,12.1,12.4,11.7,12.15,3715,3570
ARIES,20201228,102.0,103.25,99.5,100.2,72246,47146
ARIHANT,20201228,24.3,24.3,21.1,23.55,8701,5716
ARIHANTSUP,20201228,29.7,31.95,29.5,29.95,9226,6743
ARMANFIN,20201228,726.05,760.0,726.05,741.1,5166,2917
AROGRANITE,20201228,43.9,48.45,42.8,47.55,476219,171259
ARROWGREEN,20201228,58.0,63.55,55.5,59.45,15395,12141
ARSHIYA,20201228,16.8,16.8,16.8,16.8,20524,20524
ARSSINFRA,20201228,23.4,23.4,23.4,23.4,9088,9088
ARVIND,20201228,46.7,47.45,46.45,46.8,1111681,495114
ARVINDFASN,20201228,154.0,155.85,152.6,154.4,162979,97184
ARVSMART,20201228,110.4,115.9,110.4,114.25,175207,83300
ASAHIINDIA,20201228,266.05,277.7,266.05,273.6,173997,43610
ASAHISONG,20201228,254.8,254.9,246.05,247.25,13649,8728
ASAL,20201228,26.0,26.5,24.8,25.15,8076,6980
ASALCBR,20201228,303.5,309.9,302.25,307.1,159151,86270
ASHAPURMIN,20201228,103.2,103.2,103.2,103.2,61455,61455
ASHIANA,20201228,102.7,106.0,99.35,103.0,85530,43271
ASHOKA,20201228,94.05,94.8,89.35,92.25,1220454,464540
ASHOKLEY,20201228,95.9,96.7,94.55,95.3,13397130,2733480
ASIANHOTNR,20201228,76.95,76.95,70.0,73.2,14440,7848
ASIANPAINT,20201228,2654.25,2689.5,2629.55,2683.9,1226254,236730
ASIANTILES,20201228,281.0,284.0,280.35,280.55,119039,31748
ASPINWALL,20201228,184.0,187.0,160.0,175.75,68764,32253
ASTEC,20201228,1229.95,1253.9,1207.25,1248.05,88226,38662
ASTERDM,20201228,166.6,168.9,165.1,165.6,53529,25967
ASTRAL,20201228,1599.05,1622.0,1589.3,1609.9,66532,29050
ASTRAMICRO,20201228,119.5,121.4,117.6,118.25,280251,161301
ASTRAZEN,20201228,4499.0,4499.0,4405.0,4458.4,142920,38510
ASTRON,20201228,50.0,54.0,50.0,51.9,285483,220737
ATFL,20201228,820.95,832.4,815.8,819.7,7387,2577
ATLANTA,20201228,8.5,8.5,8.1,8.25,52202,43745
ATUL,20201228,6549.95,6575.0,6390.0,6425.5,13878,5997
ATULAUTO,20201228,184.25,184.75,180.0,182.15,63636,38839
AUBANK,20201228,876.95,876.95,851.0,856.25,490614,329226
AURIONPRO,20201228,97.8,97.8,90.55,93.7,34288,20818
AUROPHARMA,20201228,919.8,921.0,904.0,908.35,3136265,1062899
AUSOMENT,20201228,51.2,52.75,51.1,52.0,3801,3047
AUTOAXLES,20201228,1024.4,1074.0,994.6,1053.4,37788,21738
AUTOIND,20201228,33.1,34.75,33.1,34.75,24130,23036
AUTOLITIND,20201228,23.0,25.8,22.6,24.1,30642,18838
AVADHSUGAR,20201228,223.0,228.0,218.65,220.1,183247,70599
AVANTIFEED,20201228,520.0,527.9,518.15,523.85,251308,98243
AVTNPL,20201228,50.55,51.7,48.55,48.9,191619,110447
AXISBANK,20201228,614.0,620.8,614.0,617.65,8444506,2177035
AXISBNKETF,20201228,304.0,307.51,304.0,307.49,1174,1016
AXISCADES,20201228,57.0,58.55,54.55,58.45,119437,66125
AXISGOLD,20201228,44.49,44.49,43.7,43.75,58987,45274
AXISNIFTY,20201228,150.0,150.0,142.7,143.26,3599,2427
BAJAJ-AUTO,20201228,3388.0,3422.0,3374.0,3414.7,536954,89781
BAJAJCON,20201228,214.8,220.9,214.05,219.5,390413,204633
BAJAJELEC,20201228,621.4,623.0,607.05,610.95,75477,21402
BAJAJFINSV,20201228,9064.65,9115.0,8965.0,8995.05,344994,62148
BAJAJHIND,20201228,6.25,6.3,6.1,6.15,2231880,1224045
BAJAJHLDNG,20201228,3110.0,3125.65,3080.0,3092.15,39148,21915
BAJFINANCE,20201228,5184.9,5244.8,5175.0,5204.1,1932606,284528
BALAJITELE,20201228,69.0,69.0,64.55,66.0,367193,144234
BALAMINES,20201228,930.6,932.7,910.0,915.55,88803,38955
BALAXI,20201228,631.0,655.0,631.0,640.35,3571,2811
BALKRISIND,20201228,1563.5,1578.0,1550.8,1557.0,433505,156567
BALMLAWRIE,20201228,116.15,139.35,115.0,134.05,6464291,2160419
BALRAMCHIN,20201228,175.3,176.9,171.2,171.9,452241,210459
BANARBEADS,20201228,55.25,60.5,54.75,59.55,82118,38917
BANARISUG,20201228,1488.0,1499.0,1412.05,1430.3,1478,528
BANCOINDIA,20201228,136.3,149.9,133.0,145.65,646182,283329
BANDHANBNK,20201228,402.0,407.5,398.65,406.15,4677485,1404019
